rates >>>,business $,0.545,medical $,0.18,charity $,0.14,moving $,0.18

SUMMARY

VEHICLE,ODOMETER (START OF YEAR),BUSINESS,COMMUTE,PERSONAL (OTHER),UNCLASSIFIED,TOTAL DISTANCE,BUSINESS VALUE IN $,PARKING IN $,TOLLS IN $,TOTAL VALUE IN $,MEDICAL,MOVING,CHARITY
Sonata,116803,1466.9,0.0,490.1,104.7,2061.7,"=ROUND(PRODUCT(C6, C1), 2)",0.00,0.00,"=ROUND(SUM(H6, I6, J6), 2)",0.0,0.0,0.0
,TOTALS,=SUM(C6:C6),=SUM(D6:D6),=SUM(E6:E6),=SUM(F6:F6),=SUM(G6:G6),=SUM(H6:H6),=SUM(I6:I6),=SUM(J6:J6),=SUM(K6:K6),=SUM(L6:L6),=SUM(M6:M6),=SUM(N6:N6)

DETAILED LOG

START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,MILES_VALUE,PARKING,TOLLS,TOTAL,VEHICLE,PURPOSE,NOTES
07/13/2018 18:23,07/13/2018 18:35,Business,Town Center,Virginia Beach VA,2.9,"=ROUND(PRODUCT(F113, C1), 2)",0.00,0.00,"=ROUND(SUM(G113, H113, I113), 2)",Sonata,Business,
07/13/2018 18:39,07/13/2018 18:48,Business,Virginia Beach VA,North Central Virginia Beach VA,2.0,"=ROUND(PRODUCT(F114, C1), 2)",0.00,0.00,"=ROUND(SUM(G114, H114, I114), 2)",Sonata,Business,
07/13/2018 18:56,07/13/2018 19:19,Business,North Central Virginia Beach VA,North Central Virginia Beach VA,7.6,"=ROUND(PRODUCT(F115, C1), 2)",0.00,0.00,"=ROUND(SUM(G115, H115, I115), 2)",Sonata,Business,
07/13/2018 19:22,07/13/2018 20:00,Business,North Central Virginia Beach VA,Town Center,4.1,"=ROUND(PRODUCT(F116, C1), 2)",0.00,0.00,"=ROUND(SUM(G116, H116, I116), 2)",Sonata,Business,
07/13/2018 20:11,07/13/2018 20:26,Business,Buffalo Wild Wings-Town Center,Virginia Beach VA,3.0,"=ROUND(PRODUCT(F117, C1), 2)",0.00,0.00,"=ROUND(SUM(G117, H117, I117), 2)",Sonata,Business,
07/13/2018 20:29,07/13/2018 20:43,Business,Virginia Beach VA,Virginia Beach VA,3.4,"=ROUND(PRODUCT(F118, C1), 2)",0.00,0.00,"=ROUND(SUM(G118, H118, I118), 2)",Sonata,Business,
07/13/2018 20:45,07/13/2018 21:02,Business,Virginia Beach VA,Virginia Beach VA,4.8,"=ROUND(PRODUCT(F119, C1), 2)",0.00,0.00,"=ROUND(SUM(G119, H119, I119), 2)",Sonata,Business,
07/13/2018 21:10,07/13/2018 21:21,Business,Virginia Beach VA,Virginia Beach VA,3.4,"=ROUND(PRODUCT(F120, C1), 2)",0.00,0.00,"=ROUND(SUM(G120, H120, I120), 2)",Sonata,Business,
07/13/2018 21:23,07/13/2018 21:32,Business,Virginia Beach VA,Chef Skip,2.5,"=ROUND(PRODUCT(F121, C1), 2)",0.00,0.00,"=ROUND(SUM(G121, H121, I121), 2)",Sonata,Business,
07/13/2018 21:39,07/13/2018 22:05,Business,Chef Skip,SGC,6.8,"=ROUND(PRODUCT(F122, C1), 2)",0.00,0.00,"=ROUND(SUM(G122, H122, I122), 2)",Sonata,Business,
07/14/2018 12:28,07/14/2018 12:38,Business,SGC,North Central Virginia Beach VA,2.0,"=ROUND(PRODUCT(F123, C1), 2)",0.00,0.00,"=ROUND(SUM(G123, H123, I123), 2)",Sonata,Business,
07/14/2018 12:44,07/14/2018 12:59,Business,North Central Virginia Beach VA,Virginia Beach VA,5.0,"=ROUND(PRODUCT(F124, C1), 2)",0.00,0.00,"=ROUND(SUM(G124, H124, I124), 2)",Sonata,Business,
07/14/2018 13:10,07/14/2018 13:34,Business,Virginia Beach VA,Virginia Beach VA,7.1,"=ROUND(PRODUCT(F125, C1), 2)",0.00,0.00,"=ROUND(SUM(G125, H125, I125), 2)",Sonata,Business,
07/14/2018 13:43,07/14/2018 14:11,Business,Virginia Beach VA,Virginia Beach VA,8.8,"=ROUND(PRODUCT(F126, C1), 2)",0.00,0.00,"=ROUND(SUM(G126, H126, I126), 2)",Sonata,Business,
07/14/2018 14:25,07/14/2018 14:54,Business,Virginia Beach VA,SGC,6.8,"=ROUND(PRODUCT(F127, C1), 2)",0.00,0.00,"=ROUND(SUM(G127, H127, I127), 2)",Sonata,Business,
07/14/2018 15:56,07/14/2018 16:14,Personal,SGC,Virginia Beach VA,4.8,"=ROUND(PRODUCT(F128, 0), 2)",0.00,0.00,"=ROUND(SUM(G128, H128, I128), 2)",Sonata,Personal,
07/14/2018 17:22,07/14/2018 17:55,Personal,Virginia Beach VA,SGC,5.0,"=ROUND(PRODUCT(F129, 0), 2)",0.00,0.00,"=ROUND(SUM(G129, H129, I129), 2)",Sonata,Personal,
07/15/2018 12:02,07/15/2018 12:10,Business,SGC,North Central Virginia Beach VA,2.0,"=ROUND(PRODUCT(F130, C1), 2)",0.00,0.00,"=ROUND(SUM(G130, H130, I130), 2)",Sonata,Business,
07/15/2018 12:13,07/15/2018 12:24,Business,North Central Virginia Beach VA,Town Center,3.1,"=ROUND(PRODUCT(F131, C1), 2)",0.00,0.00,"=ROUND(SUM(G131, H131, I131), 2)",Sonata,Business,
07/15/2018 12:33,07/15/2018 12:59,Business,Town Center,Virginia Beach VA,6.3,"=ROUND(PRODUCT(F132, C1), 2)",0.00,0.00,"=ROUND(SUM(G132, H132, I132), 2)",Sonata,Business,
07/15/2018 13:01,07/15/2018 13:14,Business,Virginia Beach VA,Virginia Beach VA,2.5,"=ROUND(PRODUCT(F133, C1), 2)",0.00,0.00,"=ROUND(SUM(G133, H133, I133), 2)",Sonata,Business,
07/15/2018 13:24,07/15/2018 13:30,Business,Virginia Beach VA,Virginia Beach VA,2.5,"=ROUND(PRODUCT(F134, C1), 2)",0.00,0.00,"=ROUND(SUM(G134, H134, I134), 2)",Sonata,Business,
07/15/2018 13:31,07/15/2018 13:44,Business,Virginia Beach VA,Chef Skip,4.2,"=ROUND(PRODUCT(F135, C1), 2)",0.00,0.00,"=ROUND(SUM(G135, H135, I135), 2)",Sonata,Business,
07/15/2018 13:50,07/15/2018 13:57,Business,Chef Skip,Virginia Beach VA,1.7,"=ROUND(PRODUCT(F136, C1), 2)",0.00,0.00,"=ROUND(SUM(G136, H136, I136), 2)",Sonata,Business,
07/15/2018 13:59,07/15/2018 14:35,Business,Virginia Beach VA,Virginia Beach VA,11.6,"=ROUND(PRODUCT(F137, C1), 2)",0.00,0.00,"=ROUND(SUM(G137, H137, I137), 2)",Sonata,Business,
07/15/2018 14:36,07/15/2018 14:49,Business,Virginia Beach VA,Virginia Beach VA,4.0,"=ROUND(PRODUCT(F138, C1), 2)",0.00,0.00,"=ROUND(SUM(G138, H138, I138), 2)",Sonata,Business,
07/15/2018 14:52,07/15/2018 15:11,Business,Virginia Beach VA,SGC,4.8,"=ROUND(PRODUCT(F139, C1), 2)",0.00,0.00,"=ROUND(SUM(G139, H139, I139), 2)",Sonata,Business,
07/15/2018 17:37,07/15/2018 17:48,Business,SGC,North Central Virginia Beach VA,3.6,"=ROUND(PRODUCT(F140, C1), 2)",0.00,0.00,"=ROUND(SUM(G140, H140, I140), 2)",Sonata,Business,
07/15/2018 17:50,07/15/2018 17:59,Business,North Central Virginia Beach VA,Virginia Beach VA,1.7,"=ROUND(PRODUCT(F141, C1), 2)",0.00,0.00,"=ROUND(SUM(G141, H141, I141), 2)",Sonata,Business,
07/15/2018 18:11,07/15/2018 18:52,Business,Virginia Beach VA,Virginia Beach VA,12.9,"=ROUND(PRODUCT(F142, C1), 2)",0.00,0.00,"=ROUND(SUM(G142, H142, I142), 2)",Sonata,Business,
07/15/2018 18:54,07/15/2018 19:06,Business,Virginia Beach VA,North Central Virginia Beach VA,3.0,"=ROUND(PRODUCT(F143, C1), 2)",0.00,0.00,"=ROUND(SUM(G143, H143, I143), 2)",Sonata,Business,
07/15/2018 19:10,07/15/2018 19:41,Business,North Central Virginia Beach VA,North Central Virginia Beach VA,7.2,"=ROUND(PRODUCT(F144, C1), 2)",0.00,0.00,"=ROUND(SUM(G144, H144, I144), 2)",Sonata,Business,
07/15/2018 19:44,07/15/2018 19:53,Business,North Central Virginia Beach VA,Town Center,1.6,"=ROUND(PRODUCT(F145, C1), 2)",0.00,0.00,"=ROUND(SUM(G145, H145, I145), 2)",Sonata,Business,
07/15/2018 20:08,07/15/2018 20:24,Business,Town Center,North Central Virginia Beach VA,3.4,"=ROUND(PRODUCT(F146, C1), 2)",0.00,0.00,"=ROUND(SUM(G146, H146, I146), 2)",Sonata,Business,
07/15/2018 20:44,07/15/2018 20:53,Business,North Central Virginia Beach VA,SGC,2.1,"=ROUND(PRODUCT(F147, C1), 2)",0.00,0.00,"=ROUND(SUM(G147, H147, I147), 2)",Sonata,Business,
07/16/2018 08:21,07/16/2018 08:35,Personal,SGC,TCC,6.7,"=ROUND(PRODUCT(F148, 0), 2)",0.00,0.00,"=ROUND(SUM(G148, H148, I148), 2)",Sonata,Personal,
07/16/2018 14:51,07/16/2018 15:09,Personal,TCC,SGC,6.6,"=ROUND(PRODUCT(F149, 0), 2)",0.00,0.00,"=ROUND(SUM(G149, H149, I149), 2)",Sonata,Personal,
07/16/2018 17:26,07/16/2018 18:59,Business,SGC,Chef Skip,23.7,"=ROUND(PRODUCT(F150, C1), 2)",0.00,0.00,"=ROUND(SUM(G150, H150, I150), 2)",Sonata,Business,
07/16/2018 19:08,07/16/2018 19:37,Business,Chef Skip,Virginia Beach VA,8.9,"=ROUND(PRODUCT(F151, C1), 2)",0.00,0.00,"=ROUND(SUM(G151, H151, I151), 2)",Sonata,Business,
07/16/2018 19:39,07/16/2018 19:48,Business,Virginia Beach VA,Virginia Beach VA,1.7,"=ROUND(PRODUCT(F152, C1), 2)",0.00,0.00,"=ROUND(SUM(G152, H152, I152), 2)",Sonata,Business,
07/16/2018 20:07,07/16/2018 20:27,Business,Virginia Beach VA,Virginia Beach VA,3.9,"=ROUND(PRODUCT(F153, C1), 2)",0.00,0.00,"=ROUND(SUM(G153, H153, I153), 2)",Sonata,Business,
07/16/2018 20:29,07/16/2018 20:57,Business,Virginia Beach VA,North Central Virginia Beach VA,12.2,"=ROUND(PRODUCT(F154, C1), 2)",0.00,0.00,"=ROUND(SUM(G154, H154, I154), 2)",Sonata,Business,
07/16/2018 21:10,07/16/2018 21:19,Business,North Central Virginia Beach VA,SGC,2.6,"=ROUND(PRODUCT(F155, C1), 2)",0.00,0.00,"=ROUND(SUM(G155, H155, I155), 2)",Sonata,Business,
07/17/2018 09:01,07/17/2018 09:13,Personal,SGC,Virginia Beach VA,6.2,"=ROUND(PRODUCT(F156, 0), 2)",0.00,0.00,"=ROUND(SUM(G156, H156, I156), 2)",Sonata,Personal,
07/17/2018 09:34,07/17/2018 09:47,Personal,Virginia Beach VA,International Farmers,5.7,"=ROUND(PRODUCT(F157, 0), 2)",0.00,0.00,"=ROUND(SUM(G157, H157, I157), 2)",Sonata,Personal,
07/17/2018 10:00,07/17/2018 10:08,Personal,International Farmers,TCC,1.1,"=ROUND(PRODUCT(F158, 0), 2)",0.00,0.00,"=ROUND(SUM(G158, H158, I158), 2)",Sonata,Personal,
07/17/2018 15:21,07/17/2018 15:41,Personal,TCC,SGC,6.6,"=ROUND(PRODUCT(F159, 0), 2)",0.00,0.00,"=ROUND(SUM(G159, H159, I159), 2)",Sonata,Personal,
07/17/2018 17:21,07/17/2018 17:34,Business,SGC,Virginia Beach VA,4.3,"=ROUND(PRODUCT(F160, C1), 2)",0.00,0.00,"=ROUND(SUM(G160, H160, I160), 2)",Sonata,Business,
07/17/2018 17:44,07/17/2018 18:21,Business,Virginia Beach VA,Virginia Beach VA,9.9,"=ROUND(PRODUCT(F161, C1), 2)",0.00,0.00,"=ROUND(SUM(G161, H161, I161), 2)",Sonata,Business,
07/17/2018 18:22,07/17/2018 18:47,Business,Virginia Beach VA,Virginia Beach VA,8.7,"=ROUND(PRODUCT(F162, C1), 2)",0.00,0.00,"=ROUND(SUM(G162, H162, I162), 2)",Sonata,Business,
07/17/2018 18:52,07/17/2018 19:00,Business,Virginia Beach VA,Virginia Beach VA,3.9,"=ROUND(PRODUCT(F163, C1), 2)",0.00,0.00,"=ROUND(SUM(G163, H163, I163), 2)",Sonata,Business,
07/17/2018 19:03,07/17/2018 19:22,Business,Virginia Beach VA,Virginia Beach VA,5.3,"=ROUND(PRODUCT(F164, C1), 2)",0.00,0.00,"=ROUND(SUM(G164, H164, I164), 2)",Sonata,Business,
07/17/2018 19:25,07/17/2018 19:47,Business,Virginia Beach VA,Chesapeake VA,5.9,"=ROUND(PRODUCT(F165, C1), 2)",0.00,0.00,"=ROUND(SUM(G165, H165, I165), 2)",Sonata,Business,
07/17/2018 19:48,07/17/2018 19:56,Business,Indian River Chesapeake VA,Indian River Chesapeake VA,0.8,"=ROUND(PRODUCT(F166, C1), 2)",0.00,0.00,"=ROUND(SUM(G166, H166, I166), 2)",Sonata,Business,
07/17/2018 20:04,07/17/2018 20:14,Business,Indian River Chesapeake VA,Chesapeake VA,1.8,"=ROUND(PRODUCT(F167, C1), 2)",0.00,0.00,"=ROUND(SUM(G167, H167, I167), 2)",Sonata,Business,
07/17/2018 20:45,07/17/2018 21:36,Business,Chesapeake VA,SGC,20.3,"=ROUND(PRODUCT(F168, C1), 2)",0.00,0.00,"=ROUND(SUM(G168, H168, I168), 2)",Sonata,Business,
07/18/2018 09:26,07/18/2018 09:44,Personal,SGC,TCC,6.3,"=ROUND(PRODUCT(F169, 0), 2)",0.00,0.00,"=ROUND(SUM(G169, H169, I169), 2)",Sonata,Personal,
07/18/2018 13:53,07/18/2018 14:03,Personal,TCC,SGC,7.0,"=ROUND(PRODUCT(F170, 0), 2)",0.00,0.00,"=ROUND(SUM(G170, H170, I170), 2)",Sonata,Personal,
07/18/2018 14:49,07/18/2018 14:58,Personal,SGC,Virginia Beach VA,4.3,"=ROUND(PRODUCT(F171, 0), 2)",0.00,0.00,"=ROUND(SUM(G171, H171, I171), 2)",Sonata,Personal,
07/18/2018 15:01,07/18/2018 15:14,Business,Virginia Beach VA,Virginia Beach VA,2.1,"=ROUND(PRODUCT(F172, C1), 2)",0.00,0.00,"=ROUND(SUM(G172, H172, I172), 2)",Sonata,Business,
07/18/2018 16:57,07/18/2018 17:18,Business,Virginia Beach VA,Virginia Beach VA,3.5,"=ROUND(PRODUCT(F173, C1), 2)",0.00,0.00,"=ROUND(SUM(G173, H173, I173), 2)",Sonata,Business,
07/18/2018 19:43,07/18/2018 20:05,Business,Virginia Beach VA,North Central Virginia Beach VA,6.8,"=ROUND(PRODUCT(F174, C1), 2)",0.00,0.00,"=ROUND(SUM(G174, H174, I174), 2)",Sonata,Business,
07/18/2018 20:19,07/18/2018 20:43,Business,North Central Virginia Beach VA,Buffalo Wild Wings-Town Center,8.6,"=ROUND(PRODUCT(F175, C1), 2)",0.00,0.00,"=ROUND(SUM(G175, H175, I175), 2)",Sonata,Business,
07/18/2018 20:46,07/18/2018 21:14,Business,Buffalo Wild Wings-Town Center,SGC,7.6,"=ROUND(PRODUCT(F176, C1), 2)",0.00,0.00,"=ROUND(SUM(G176, H176, I176), 2)",Sonata,Business,
07/19/2018 08:23,07/19/2018 08:44,Personal,SGC,TCC,6.5,"=ROUND(PRODUCT(F177, 0), 2)",0.00,0.00,"=ROUND(SUM(G177, H177, I177), 2)",Sonata,Personal,
07/19/2018 14:29,07/19/2018 14:52,Personal,TCC,SGC,6.6,"=ROUND(PRODUCT(F178, 0), 2)",0.00,0.00,"=ROUND(SUM(G178, H178, I178), 2)",Sonata,Personal,
07/19/2018 15:55,07/19/2018 16:04,Business,SGC,North Central Virginia Beach VA,2.8,"=ROUND(PRODUCT(F179, C1), 2)",0.00,0.00,"=ROUND(SUM(G179, H179, I179), 2)",Sonata,Business,
07/19/2018 16:06,07/19/2018 16:20,Business,North Central Virginia Beach VA,Virginia Beach VA,4.2,"=ROUND(PRODUCT(F180, C1), 2)",0.00,0.00,"=ROUND(SUM(G180, H180, I180), 2)",Sonata,Business,
07/19/2018 16:21,07/19/2018 16:34,Business,Virginia Beach VA,Virginia Beach VA,2.2,"=ROUND(PRODUCT(F181, C1), 2)",0.00,0.00,"=ROUND(SUM(G181, H181, I181), 2)",Sonata,Business,
07/19/2018 16:42,07/19/2018 16:59,Business,Virginia Beach VA,Virginia Beach VA,3.1,"=ROUND(PRODUCT(F182, C1), 2)",0.00,0.00,"=ROUND(SUM(G182, H182, I182), 2)",Sonata,Business,
07/19/2018 17:01,07/19/2018 17:17,Business,Virginia Beach VA,Buffalo Wild Wings-Town Center,3.2,"=ROUND(PRODUCT(F183, C1), 2)",0.00,0.00,"=ROUND(SUM(G183, H183, I183), 2)",Sonata,Business,
07/19/2018 17:30,07/19/2018 17:36,Business,Buffalo Wild Wings-Town Center,Virginia Beach VA,1.7,"=ROUND(PRODUCT(F184, C1), 2)",0.00,0.00,"=ROUND(SUM(G184, H184, I184), 2)",Sonata,Business,
07/19/2018 17:37,07/19/2018 17:45,Business,Virginia Beach VA,Virginia Beach VA,2.6,"=ROUND(PRODUCT(F185, C1), 2)",0.00,0.00,"=ROUND(SUM(G185, H185, I185), 2)",Sonata,Business,
07/19/2018 17:46,07/19/2018 18:15,Business,Virginia Beach VA,Virginia Beach VA,10.6,"=ROUND(PRODUCT(F186, C1), 2)",0.00,0.00,"=ROUND(SUM(G186, H186, I186), 2)",Sonata,Business,
07/19/2018 18:18,07/19/2018 18:37,Business,Virginia Beach VA,Virginia Beach VA,3.8,"=ROUND(PRODUCT(F187, C1), 2)",0.00,0.00,"=ROUND(SUM(G187, H187, I187), 2)",Sonata,Business,
07/19/2018 18:39,07/19/2018 18:56,Business,Virginia Beach VA,Town Center,2.2,"=ROUND(PRODUCT(F188, C1), 2)",0.00,0.00,"=ROUND(SUM(G188, H188, I188), 2)",Sonata,Business,
07/19/2018 19:02,07/19/2018 19:41,Business,Town Center,North Central Virginia Beach VA,20.4,"=ROUND(PRODUCT(F189, C1), 2)",0.00,0.00,"=ROUND(SUM(G189, H189, I189), 2)",Sonata,Business,
07/19/2018 19:46,07/19/2018 19:56,Business,North Central Virginia Beach VA,Town Center,3.3,"=ROUND(PRODUCT(F190, C1), 2)",0.00,0.00,"=ROUND(SUM(G190, H190, I190), 2)",Sonata,Business,
07/19/2018 19:59,07/19/2018 20:21,Business,Town Center,Virginia Beach VA,6.1,"=ROUND(PRODUCT(F191, C1), 2)",0.00,0.00,"=ROUND(SUM(G191, H191, I191), 2)",Sonata,Business,
07/19/2018 20:33,07/19/2018 20:53,Business,Virginia Beach VA,TGI Fridays,4.5,"=ROUND(PRODUCT(F192, C1), 2)",0.00,0.00,"=ROUND(SUM(G192, H192, I192), 2)",Sonata,Business,
07/19/2018 20:54,07/19/2018 21:20,Business,TGI Fridays,North Central Virginia Beach VA,6.4,"=ROUND(PRODUCT(F193, C1), 2)",0.00,0.00,"=ROUND(SUM(G193, H193, I193), 2)",Sonata,Business,
07/19/2018 21:28,07/19/2018 21:37,Personal,North Central Virginia Beach VA,SGC,2.1,"=ROUND(PRODUCT(F194, 0), 2)",0.00,0.00,"=ROUND(SUM(G194, H194, I194), 2)",Sonata,Personal,
07/20/2018 09:40,07/20/2018 10:02,Personal,SGC,TCC,6.5,"=ROUND(PRODUCT(F195, 0), 2)",0.00,0.00,"=ROUND(SUM(G195, H195, I195), 2)",Sonata,Personal,
07/20/2018 12:33,07/20/2018 12:52,Personal,TCC,SGC,6.6,"=ROUND(PRODUCT(F196, 0), 2)",0.00,0.00,"=ROUND(SUM(G196, H196, I196), 2)",Sonata,Personal,
07/20/2018 14:23,07/20/2018 14:45,Personal,SGC,Norfolk VA,9.9,"=ROUND(PRODUCT(F197, 0), 2)",0.00,0.00,"=ROUND(SUM(G197, H197, I197), 2)",Sonata,Personal,
07/20/2018 16:18,07/20/2018 16:33,Business,Norfolk VA,Virginia Beach VA,3.5,"=ROUND(PRODUCT(F198, C1), 2)",0.00,0.00,"=ROUND(SUM(G198, H198, I198), 2)",Sonata,Business,
07/20/2018 16:51,07/20/2018 16:58,Business,Virginia Beach VA,Virginia Beach VA,1.4,"=ROUND(PRODUCT(F199, C1), 2)",0.00,0.00,"=ROUND(SUM(G199, H199, I199), 2)",Sonata,Business,
07/20/2018 17:20,07/20/2018 17:41,Business,Virginia Beach VA,Virginia Beach VA,4.0,"=ROUND(PRODUCT(F200, C1), 2)",0.00,0.00,"=ROUND(SUM(G200, H200, I200), 2)",Sonata,Business,
07/20/2018 17:44,07/20/2018 18:01,Business,Virginia Beach VA,Virginia Beach VA,3.8,"=ROUND(PRODUCT(F201, C1), 2)",0.00,0.00,"=ROUND(SUM(G201, H201, I201), 2)",Sonata,Business,
07/20/2018 18:04,07/20/2018 18:22,Business,Virginia Beach VA,Virginia Beach VA,4.5,"=ROUND(PRODUCT(F202, C1), 2)",0.00,0.00,"=ROUND(SUM(G202, H202, I202), 2)",Sonata,Business,
07/20/2018 18:27,07/20/2018 18:47,Business,Virginia Beach VA,Town Center,4.8,"=ROUND(PRODUCT(F203, C1), 2)",0.00,0.00,"=ROUND(SUM(G203, H203, I203), 2)",Sonata,Business,
07/20/2018 19:08,07/20/2018 19:32,Business,Town Center,Town Center,8.2,"=ROUND(PRODUCT(F204, C1), 2)",0.00,0.00,"=ROUND(SUM(G204, H204, I204), 2)",Sonata,Business,
07/20/2018 19:36,07/20/2018 19:59,Business,Town Center,Virginia Beach VA,3.8,"=ROUND(PRODUCT(F205, C1), 2)",0.00,0.00,"=ROUND(SUM(G205, H205, I205), 2)",Sonata,Business,
07/20/2018 20:18,07/20/2018 21:01,Business,Virginia Beach VA,Virginia Beach VA,11.5,"=ROUND(PRODUCT(F206, C1), 2)",0.00,0.00,"=ROUND(SUM(G206, H206, I206), 2)",Sonata,Business,
07/20/2018 21:02,07/20/2018 21:15,Business,Virginia Beach VA,Virginia Beach VA,2.1,"=ROUND(PRODUCT(F207, C1), 2)",0.00,0.00,"=ROUND(SUM(G207, H207, I207), 2)",Sonata,Business,
07/20/2018 21:23,07/20/2018 21:38,Business,Virginia Beach VA,SGC,3.2,"=ROUND(PRODUCT(F208, C1), 2)",0.00,0.00,"=ROUND(SUM(G208, H208, I208), 2)",Sonata,Business,
07/21/2018 12:30,07/21/2018 12:43,Personal,SGC,North Central Virginia Beach VA,3.3,"=ROUND(PRODUCT(F209, 0), 2)",0.00,0.00,"=ROUND(SUM(G209, H209, I209), 2)",Sonata,Personal,
07/21/2018 12:45,07/21/2018 13:15,Business,North Central Virginia Beach VA,Town Center,7.6,"=ROUND(PRODUCT(F210, C1), 2)",0.00,0.00,"=ROUND(SUM(G210, H210, I210), 2)",Sonata,Business,
07/21/2018 13:23,07/21/2018 13:33,Business,Town Center,Virginia Beach VA,3.0,"=ROUND(PRODUCT(F211, C1), 2)",0.00,0.00,"=ROUND(SUM(G211, H211, I211), 2)",Sonata,Business,
07/21/2018 13:38,07/21/2018 13:48,Business,Virginia Beach VA,Virginia Beach VA,3.0,"=ROUND(PRODUCT(F212, C1), 2)",0.00,0.00,"=ROUND(SUM(G212, H212, I212), 2)",Sonata,Business,
07/21/2018 13:56,07/21/2018 14:03,Business,Virginia Beach VA,North Central Virginia Beach VA,2.0,"=ROUND(PRODUCT(F213, C1), 2)",0.00,0.00,"=ROUND(SUM(G213, H213, I213), 2)",Sonata,Business,
07/21/2018 14:13,07/21/2018 14:37,Business,North Central Virginia Beach VA,Virginia Beach VA,6.1,"=ROUND(PRODUCT(F214, C1), 2)",0.00,0.00,"=ROUND(SUM(G214, H214, I214), 2)",Sonata,Business,
07/21/2018 14:42,07/21/2018 15:25,Business,Virginia Beach VA,SGC,14.0,"=ROUND(PRODUCT(F215, C1), 2)",0.00,0.00,"=ROUND(SUM(G215, H215, I215), 2)",Sonata,Business,
07/21/2018 17:54,07/21/2018 18:07,Business,SGC,North Central Virginia Beach VA,4.3,"=ROUND(PRODUCT(F216, C1), 2)",0.00,0.00,"=ROUND(SUM(G216, H216, I216), 2)",Sonata,Business,
07/21/2018 18:21,07/21/2018 18:48,Business,North Central Virginia Beach VA,North Central Virginia Beach VA,6.9,"=ROUND(PRODUCT(F217, C1), 2)",0.00,0.00,"=ROUND(SUM(G217, H217, I217), 2)",Sonata,Business,
07/21/2018 18:55,07/21/2018 19:07,Business,North Central Virginia Beach VA,Town Center,4.0,"=ROUND(PRODUCT(F218, C1), 2)",0.00,0.00,"=ROUND(SUM(G218, H218, I218), 2)",Sonata,Business,
07/21/2018 19:28,07/21/2018 20:15,Business,Buffalo Wild Wings-Town Center,North Central Virginia Beach VA,10.6,"=ROUND(PRODUCT(F219, C1), 2)",0.00,0.00,"=ROUND(SUM(G219, H219, I219), 2)",Sonata,Business,
07/21/2018 20:44,07/21/2018 20:54,Personal,North Central Virginia Beach VA,SGC,1.9,"=ROUND(PRODUCT(F220, 0), 2)",0.00,0.00,"=ROUND(SUM(G220, H220, I220), 2)",Sonata,Personal,
07/22/2018 17:14,07/22/2018 17:29,Personal,SGC,Northeast Virginia Beach Virginia Beach VA,5.1,"=ROUND(PRODUCT(F221, 0), 2)",0.00,0.00,"=ROUND(SUM(G221, H221, I221), 2)",Sonata,Personal,
07/22/2018 17:30,07/22/2018 17:36,Business,Northeast Virginia Beach Virginia Beach VA,Northeast Virginia Beach Virginia Beach VA,1.3,"=ROUND(PRODUCT(F222, C1), 2)",0.00,0.00,"=ROUND(SUM(G222, H222, I222), 2)",Sonata,Business,
07/22/2018 17:40,07/22/2018 18:19,Business,Northeast Virginia Beach Virginia Beach VA,Virginia Beach VA,10.5,"=ROUND(PRODUCT(F223, C1), 2)",0.00,0.00,"=ROUND(SUM(G223, H223, I223), 2)",Sonata,Business,
07/22/2018 18:24,07/22/2018 18:41,Business,Virginia Beach VA,Virginia Beach VA,5.6,"=ROUND(PRODUCT(F224, C1), 2)",0.00,0.00,"=ROUND(SUM(G224, H224, I224), 2)",Sonata,Business,
07/22/2018 18:43,07/22/2018 19:20,Business,Virginia Beach VA,SGC,14.2,"=ROUND(PRODUCT(F225, C1), 2)",0.00,0.00,"=ROUND(SUM(G225, H225, I225), 2)",Sonata,Business,
07/22/2018 19:25,07/22/2018 19:43,Personal,SGC,International Farmers,5.4,"=ROUND(PRODUCT(F226, 0), 2)",0.00,0.00,"=ROUND(SUM(G226, H226, I226), 2)",Sonata,Personal,
07/22/2018 20:34,07/22/2018 20:50,Business,International Farmers,SGC,5.8,"=ROUND(PRODUCT(F227, C1), 2)",0.00,0.00,"=ROUND(SUM(G227, H227, I227), 2)",Sonata,Business,
07/23/2018 09:43,07/23/2018 10:01,Personal,SGC,Virginia Beach VA,8.6,"=ROUND(PRODUCT(F228, 0), 2)",0.00,0.00,"=ROUND(SUM(G228, H228, I228), 2)",Sonata,Personal,
07/23/2018 11:09,07/23/2018 11:27,Personal,Virginia Beach VA,TCC,8.3,"=ROUND(PRODUCT(F229, 0), 2)",0.00,0.00,"=ROUND(SUM(G229, H229, I229), 2)",Sonata,Personal,
07/23/2018 14:12,07/23/2018 14:20,Personal,TCC,Virginia Beach VA,2.5,"=ROUND(PRODUCT(F230, 0), 2)",0.00,0.00,"=ROUND(SUM(G230, H230, I230), 2)",Sonata,Personal,
07/23/2018 14:33,07/23/2018 14:46,Personal,Virginia Beach VA,North Central Virginia Beach VA,2.9,"=ROUND(PRODUCT(F231, 0), 2)",0.00,0.00,"=ROUND(SUM(G231, H231, I231), 2)",Sonata,Personal,
